"unique_ID","English","French","Spanish"
"farmEnterprises_A9","Other (please specify)","Autre (précisez)","Otro (especifique)"
"farmEnterprises_Q","What is your agricultural sector? (Multiple choice)","Quelle est votre filière agricole ? (Sélection multiple)","¿En qué sectores agrícolas participa? (Seleccione todas las opciones que correspondan)"
"food_approach_A1","I do not take any specific measures related to food security in my activities.","Je ne prends aucune mesure spécifique en lien avec la sécurité alimentaire dans mon activité.","No tomo ninguna medida específica relacionada con la seguridad alimentaria en mi actividad."
"food_approach_A2","I occasionally incorporate practices related to food security, such as crop diversification, but it is not a priority axis in my management strategy.","J'’intègre parfois des pratiques liées à la sécurité alimentaire comme diversifier mes cultures, mais ce n’est pas un axe prioritaire dans ma gestion.","A veces incorporo prácticas relacionadas con la seguridad alimentaria, como la diversificación de cultivos, pero no es un eje prioritario en mi gestión."
"food_approach_A3","I implement targeted actions to contribute to food security, such as diversifying my crops and promoting local distribution based on identified needs within my territory.","J’adopte des actions ciblées pour contribuer à la sécurité alimentaire, comme diversifier mes cultures et favoriser la distribution locale en fonction des besoins identifiés sur mon territoire.","Adopto acciones específicas para contribuir a la seguridad alimentaria, como diversificar mis cultivos y fomentar la distribución local en función de las necesidades identificadas en mi territorio."
"food_approach_A4","Food security is central to my practice: I implement sustainable and resilient farming practices, eliminate dependence on imported fertilisers and pesticides, and prioritise distribution through local supply chains.","La sécurité alimentaire est au centre de ma pratique : j’implémente des pratiques agricoles durables et résilientes, j’élimine la dépendance aux engrais et pesticides importés, et je privilégie la distribution via des circuits locaux.","La seguridad alimentaria está en el centro de mi práctica: aplico prácticas agrícolas sostenibles y resilientes, elimino la dependencia de fertilizantes y pesticidas importados, y doy prioridad a la distribución a través de circuitos locales."
"food_approach_Q","Which statement best describes your practice or approach? (Select only one option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","¿Cuál enunciado describe mejor su práctica o enfoque? (Seleccione solo una opción)"
"food_header","SECTION: FOOD SECURITY","SECTION SÉCURITÉ ALIMENTAIRE","SECCIÓN: SEGURIDAD ALIMENTARIA"
"food_newconcepts_A1","Food availability is linked to a country or region's ability to produce enough food or import it to meet the nutritional needs of its population.","La disponibilité alimentaire est liée à la capacité d'un pays ou d'une région à produire suffisamment de nourriture ou à en importer pour satisfaire les besoins alimentaires de sa population.","La disponibilidad de alimentos está vinculada a la capacidad de un país o región para producir suficientes alimentos o importarlos para satisfacer las necesidades alimentarias de su población."
"food_newconcepts_A2","Food stability is ensured when food systems provide food in a continuous and consistent manner, without disruptions in supply chains caused by economic, political, or climatic shocks.","La stabilité alimentaire est assurée lorsque les systèmes alimentaires fournissent de la nourriture de manière continue et régulière, sans interruptions des chaînes d’approvisionnement dues aux chocs économiques, politiques et climatiques.","La estabilidad alimentaria se garantiza cuando los sistemas alimentarios suministran alimentos de manera continua y regular, sin interrupciones en las cadenas de suministro provocadas por choques económicos, políticos o climáticos."
"food_newconcepts_A3","The nutritional quality of available food is a cornerstone of food security and is essential to ensuring the intake of necessary nutrients for maintaining public health, preventing diseases, and promoting well-being.","La qualité nutritionnelle des aliments disponibles est un pilier de la sécurité alimentaire et est essentielle pour garantir les nutriments nécessaires au maintien de la bonne santé publique, prévenir les maladies et promouvoir le bien-être.","La calidad nutricional de los alimentos disponibles es un pilar fundamental de la seguridad alimentaria y resulta esencial para garantizar la ingesta de los nutrientes necesarios para mantener la salud pública, prevenir enfermedades y promover el bienestar"
"food_newconcepts_A4","Agricultural and food systems depend on global supply chains, and the city of Paris proper has, on average, only five to seven days of food stock to feed its 2,087,577 inhabitants.","Les systèmes agricoles et alimentaire français dépendent des chaînes d’approvisionnement mondiales et la ville de Paris intra-muros dispose en moyenne de cinq à sept jours de stock alimentaire pour nourrir 2 087 577 habitants.","Los sistemas agrícolas y alimentarios dependen de las cadenas de suministro globales, y la ciudad de París intra muros dispone, en promedio, de solo cinco a siete días de reservas alimentarias para alimentar a sus 2.087.577 habitantes."
"food_newconcepts_A5","I am familiar with all of these concepts.","Je suis familier avec tous ces concepts.","Estoy familiarizado con todos estos conceptos."
"food_newconcepts_Q","Select all NEW concepts (Select all that apply)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Seleccione todos los conceptos NUEVOS (Marque todas las opciones que correspondan)"
"food_opinion_A1","Food security does not concern me directly as a farmer.","La sécurité alimentaire ne me concerne pas directement en tant qu’agriculteur.","La seguridad alimentaria no me concierne directamente como agricultor."
"food_opinion_A2","I recognise the importance of food security, but I focus more on productivity and the immediate challenges of my farm.","Je reconnais l’importance de la sécurité alimentaire, mais je me concentre davantage sur la productivité et les défis immédiats de mon exploitation.","Reconozco la importancia de la seguridad alimentaria, pero me concentro más en la productividad y los desafíos inmediatos de mi explotación."
"food_opinion_A3","I consider food security to be an important issue.","Je considère que la sécurité alimentaire est un enjeu important.","Considero que la seguridad alimentaria es un tema importante."
"food_opinion_A4","I am convinced that food security is a major priority and that we must support local, resilient, and sustainable supply chains.","Je suis convaincu que la sécurité alimentaire est une priorité majeure et qu'il faut soutenir les chaînes d’approvisionnement locales, résilientes et durables.","Estoy convencido de que la seguridad alimentaria es una prioridad fundamental y que debemos apoyar cadenas de suministro locales, resilientes y sostenibles."
"food_opinion_Q","Which statement best describes your opinion? (Please select only one option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","¿Cuál afirmación describe mejor su opinión? (Seleccione solo una opción)"
"HL_approach_A1","I only associate soil organisms with the issue of diseases in my crops/livestock","Je n'associe les organismes du sol qu'à la problématique des maladies de mes cultures/élevages.","Solo asocio los organismos del suelo con el problema de las enfermedades de mis cultivos/ganado."
"HL_approach_A2","I would like to implement management practices that increase underground biodiversity, but I need more information","Je voudrais mettre en place des pratiques de gestion qui augmentent la biodiversité souterraine, mais j'ai besoin de plus d'informations.","Me gustaría implementar prácticas de manejo que aumenten la biodiversidad subterránea, pero necesito más información."
"HL_approach_A3","I use practices to increase organic matter in my soil to help improve its biological health","J'utilise des pratiques pour augmenter la matière organique dans mon sol afin d'aider à améliorer la santé biologique du sol.","Utilizo prácticas para aumentar la materia orgánica en mi suelo con el fin de mejorar su salud biológica."
"HL_approach_A4","I work with other farmers to learn, test, and implement best practices to promote soil biology. My approach involves bio-stimulating my soils.","Je travaille avec d'autres agriculteurs pour apprendre, tester et mettre en œuvre les meilleures pratiques pour promouvoir la biologie du sol. Ma pratique consiste à bio-stimuler mes sols.","Trabajo con otros agricultores para aprender, probar e implementar las mejores prácticas para promover la biología del suelo. Mi enfoque consiste en bioestimular mis suelos."
"HL_approach_Q","Which statement best describes your practice or approach? (Select only one option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","¿Cuál enunciado describe mejor su práctica o enfoque? (Seleccione solo una opción)"
"HL_K_A1","Soil food web microorganisms play a key role in soil functions, including improving structure, storing water, breaking down organic matter, and degrading pollutants.","Les microorganismes du réseau trophique du sol jouent un rôle important dans les fonctions du sol, notamment l'amélioration de la structure, le stockage de l'eau, la dégradation de la matière organique et la dégradation des polluants.","Los microorganismos de la red trófica del suelo desempeñan un papel importante en las funciones del suelo, incluidas la mejora de la estructura, el almacenamiento de agua, la descomposición de la materia orgánica y la degradación de los contaminantes."
"HL_K_A2","The type of organic matter available to microorganisms, particularly its nitrogen and carbon content, influences the bacteria-to-fungi ratio (F:B) and the entire soil trophic cascade.","Le type de matière organique disponible pour les microorganismes, notamment sa teneur en azote et en carbone, influence le ratio bactéries/champignons (F:B) ainsi que l'ensemble de la cascade trophique du sol.","El tipo de materia orgánica disponible para los microorganismos, especialmente su contenido de nitrógeno y carbono, influye en la proporción bacterias/hongos (F:B) y en toda la cascada trófica del suelo."
"HL_K_A3","For microorganisms in the soil food web to thrive, the soil must provide a habitat with a range of conditions — from well-aerated zones to slightly reduced environments.","Pour que les microorganismes du réseau trophique du sol puissent se développer, il est essentiel que le sol représente en quelque sorte un habitat offrant une variété d'atmosphères allant d’un milieu suffisamment aéré à un environnement légèrement réduit.","Para que los microorganismos de la red trófica del suelo puedan desarrollarse, es esencial que el suelo proporcione un hábitat con una variedad de atmósferas, desde zonas bien aireadas hasta entornos ligeramente reducidos."
"HL_K_A4","Symbiotic mycorrhizal fungi play a crucial role in the nutrition of certain plants: they can transfer up to 80% of the phosphorus and up to 20% of the nitrogen they absorb.","Les champignons mycorhiziens symbiotiques jouent un rôle essentiel dans la nutrition de certaines plantes : ils peuvent leur transférer jusqu'à 80% du phosphore et jusqu'à 20% de l'azote absorbés.","Los hongos micorrícicos simbióticos desempeñan un papel esencial en la nutrición de algunas plantas: pueden transferirles hasta el 80% del fósforo y hasta el 20% del nitrógeno absorbidos."
"HL_K_A5","I am familiar with all of these concepts.","Je suis familier avec tous ces concepts.","Estoy familiarizado con todos estos conceptos."
"HL_K_header","SECTION: SOIL BIODIVERSITY","SECTION BIODIVERSITÉ DU SOL","SECCIÓN: BIODIVERSIDAD DEL SUELO"
"HL_K_Q","Select all NEW concepts (Select all that apply)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Seleccione todos los conceptos NUEVOS (Marque todas las opciones que correspondan)"
"HL_opinion_A1","I believe it is not necessary to monitor or improve soil biodiversity on my land.","Je pense qu'il n'est pas nécessaire de surveiller ou d'améliorer la biodiversité du sol sur mes sols.","Creo que no es necesario vigilar ni mejorar la biodiversidad del suelo en mis tierras."
"HL_opinion_A2","I am aware that my practices may harm soil organisms, but my priority is to maximise productivity.","Je suis conscient que mes pratiques peuvent être nuisibles aux organismes de mon sol, mais ma priorité est de maximiser la productivité.","Soy consciente de que mis prácticas pueden dañar a los organismos del suelo, pero mi prioridad es maximizar la productividad."
"HL_opinion_A3","I believe working with the biology of my soil could slow its degradation.","Je pense que travailler avec la biologie de mon sol pourrait interférer sa dégradation.","Creo que trabajar con la biología de mi suelo podría frenar su degradación."
"HL_opinion_A4","I believe it is essential to better understand and work in synergy with soil biology, as this may help regenerate the land, strengthen the natural defences of my crops and livestock, contribute to overall health, and recent studies show it could support productivity and reduce production costs.","Je juge essentiel de mieux comprendre et de travailler en synergie avec la biologie du sol, car cela semblerait régénérer la terre, renforcer les défenses naturelles de mes cultures / de mon élevage, contribuer à une santé globale, et des études ont récemment montré que ça pouvait soutenir ma productivité et réduire mes coûts de production.","Considero esencial comprender mejor y trabajar en sinergia con la biología del suelo, ya que esto podría regenerar la tierra, reforzar las defensas naturales de mis cultivos o ganado, contribuir a la salud general, y estudios recientes han demostrado que también puede mejorar la productividad y reducir los costos de producción."
"HL_opinion_Q","Which statement best describes your opinion? (Please select only one option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","¿Cuál afirmación describe mejor su opinión? (Seleccione solo una opción)"
"HL_val1_A1","YES","OUI","SI"
"HL_val1_A2","NO","NON","NO"
"HL_val1_Q","Have you ever seen soil microorganisms (bacteria, mycelium, protozoa, nematodes, springtails)? (Note: larger organisms such as earthworms or insects are not included in this question, as they are not considered microorganisms).","Avez-vous déjà vu des microorganismes du sol (bactéries, mycélium, protozoaires, nématodes, collemboles)? (Attention : les gros organismes tels que les vers de terre ou les insectes ne sont pas inclus dans cette question, car ils ne sont pas considérés comme des microorganismes).","¿Ha visto alguna vez microorganismos del suelo (bacterias, micelio, protozoos, nematodos, colémbolos)? (Atención: los organismos grandes como las lombrices de tierra o los insectos no están incluidos en esta pregunta, ya que no se consideran microorganismos)."
"intSec_approach_A1","I do not see why my farm should be secured.","Je ne vois pas pourquoi mon exploitation agricole doit être sécurisée.","No veo por qué debería asegurarse mi explotación agrícola."
"intSec_approach_A2","Since COVID-19, many farms have been victims of theft. I contribute to rural security by actively collaborating with local law enforcement, reporting any suspicious or criminal acts (thefts, trespassing, vandalism), and participating in community watch schemes to protect farms.","Suite au COVID-19, de nombreuses fermes ont été victimes de vols. Je contribue à la sécurité en milieu rural en collaborant activement avec les forces de l’ordre locales, en signalant tout acte suspect ou délictueux (vols, intrusions, dégradations), et en participant à des dispositifs de vigilance collective visant à protéger les exploitations agricoles.","Desde la crisis del COVID-19, muchas granjas han sido víctimas de robos. Contribuyo a la seguridad rural colaborando activamente con las fuerzas del orden locales, denunciando actos sospechosos o delictivos (robos, intrusiones, daños), y participando en dispositivos de vigilancia colectiva para proteger las explotaciones agrícolas."
"intSec_approach_A3","Since the COVID-19 crisis, I have strengthened agricultural resilience by adapting my practices to climate risks and participating in collective risk management initiatives to protect farming activity and ensure local food supply during crises — as access to food is essential for social cohesion.","Depuis la crise du COVID-19, je renforce la résilience agricole en adaptant mes pratiques aux aléas climatiques et en participant à des dispositifs collectifs de gestion des risques pour préserver l’activité agricole et assurer l’approvisionnement local en période de crise, car garantir l’accès à la nourriture est essentiel à la cohésion sociale.","Desde la crisis del COVID-19, refuerzo la resiliencia agrícola adaptando mis prácticas a las incertidumbres climáticas y participando en iniciativas colectivas de gestión de riesgos para proteger la actividad agrícola y garantizar el abastecimiento local en tiempos de crisis, ya que el acceso a los alimentos es esencial para la cohesión social."
"intSec_approach_A4","I actively support the preservation of our food sovereignty by drawing attention to the negative impacts of certain trade agreements that weaken local producers. This approach aims to anticipate global crises that could threaten the stability of our agricultural, social, and food systems.","Je participe activement à la préservation de notre souveraineté alimentaire, en attirant l’attention sur les effets négatifs de certains accords commerciaux qui fragilisent les producteurs locaux. Cette démarche vise à anticiper les crises globales pouvant mettre en danger la stabilité de notre modèle agricole, social et de notre sécurité alimentaire.","Participo activamente en la preservación de nuestra soberanía alimentaria llamando la atención sobre los efectos negativos de ciertos acuerdos comerciales que debilitan a los productores locales. Este enfoque busca anticiparse a las crisis globales que puedan poner en peligro la estabilidad de nuestro modelo agrícola, social y alimentario."
"intSec_approach_Q","Which statement best describes your practice or approach? (Select only one option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","¿Cuál enunciado describe mejor su práctica o enfoque? (Seleccione solo una opción)"
"intSec_header","INTERNAL SECURITY AND PUBLIC ORDER SECTION","SECTION SÉCURITÉ INTÉRIEURE ET ORDRE PUBLIC","SECCIÓN DE SEGURIDAD INTERIOR Y ORDEN PÚBLICO"
"intSec_newconcepts_A1","Internal security and public order are primarily focused on crime prevention and the management of internal threats, aiming to ensure social stability and protect citizens","La sécurité intérieure et l'ordre public sont avant tout centrés sur la prévention de la criminalité et la gestion des menaces internes, visant à garantir la stabilité sociale et à protéger les citoyens.","La seguridad interior y el orden público se centran principalmente en la prevención del crimen y la gestión de amenazas internas, con el objetivo de garantizar la estabilidad social y proteger a los ciudadanos."
"intSec_newconcepts_A2","In France (and often in other European countries), if a food shortage were to occur, local authorities would be on the front lines of crisis management and responsible for maintaining public order.","En France (et très souvent dans les pays européens), si une pénurie alimentaire arrivait, les collectivités territoriales seraient en premières lignes pour la gestion de crise et pour assurer le maintien de l’ordre public.","En Francia (y con frecuencia en otros países europeos), si se produjera una escasez de alimentos, las autoridades locales estarían en primera línea de la gestión de crisis y del mantenimiento del orden público."
"intSec_newconcepts_A3","There are no strategic food reserves or strategic planning in place to ensure key pillars of food security in France and Europe more broadly (such as stability and availability).","Il n’existe pas de stocks stratégiques alimentaires ni de planification stratégique pour assurer certains piliers de la sécurité alimentaire en France et en Europe de manière générale (comme la stabilité et la disponibilité alimentaire).","No existen reservas alimentarias estratégicas ni una planificación estratégica clara para garantizar ciertos pilares de la seguridad alimentaria en Francia y en Europa en general (como la estabilidad y la disponibilidad)."
"intSec_newconcepts_A4","The ORSEC plan in France (Organisation for Civil Security Response) does not include strategic food reserves, and the European Union does not yet require the establishment of mandatory strategic food stocks.","Le plan ORSEC en France (Organisation de la Réponse de Sécurité Civile), n’a pas de stocks stratégiques alimentaires et l'Union européenne n'impose pas encore de constitution obligatoire de stocks alimentaires stratégiques.","El plan ORSEC en Francia (Organización de la Respuesta de Seguridad Civil) no incluye reservas alimentarias estratégicas, y la Unión Europea aún no exige la constitución obligatoria de reservas alimentarias estratégicas."
"intSec_newconcepts_A5","I am familiar with all of these concepts.","Je suis familier avec tous ces concepts.","Estoy familiarizado con todos estos conceptos."
"intSec_newconcepts_Q","Select all NEW concepts (Select all that apply)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Seleccione todos los conceptos NUEVOS (Marque todas las opciones que correspondan)"
"intSec_opinion_A1","Security is an interesting topic, but it seems to me that the priority lies elsewhere, particularly for agricultural systems.","La sécurité est un sujet intéressant, mais il me semble que la priorité est ailleurs, notamment pour les systèmes agricoles.","La seguridad es un tema interesante, pero me parece que la prioridad está en otro lugar, especialmente en lo que respecta a los sistemas agrícolas."
"intSec_opinion_A2","I believe that security in rural areas mainly depends on public order and protection against theft or acts of vandalism targeting farms.","Je pense que la sécurité dans les zones rurales dépend surtout de l'ordre public et de la protection contre les vols ou les actes de vandalisme sur les exploitations agricoles.","Creo que la seguridad en las zonas rurales depende principalmente del orden público y de la protección contra robos o actos de vandalismo en las explotaciones agrícolas."
"intSec_opinion_A3","The security of my country depends on the swift management of natural crises, such as droughts or floods, in order to maintain the stability of agriculture and food supply.","La sécurité de mon pays repose sur une gestion rapide des crises naturelles, comme les sécheresses ou les inondations, pour maintenir la stabilité de l’agriculture et de l'approvisionnement alimentaire.","La seguridad de mi país depende de una gestión rápida de las crisis naturales, como las sequías o las inundaciones, para mantener la estabilidad de la agricultura y del suministro alimentario."
"intSec_opinion_A4","For me, my country's internal security relies above all on the resilience of agricultural systems in the face of global crises, because locally rooted agriculture ensures the food sovereignty or autonomy of my region.","Pour moi, la sécurité intérieure de mon pays repose avant tout sur la résilience des systèmes agricoles face aux crises mondiales car une agriculture ancrée localement garantit la souveraineté ou l'autonomie alimentaire de mon territoire.","Para mí, la seguridad interna de mi país depende ante todo de la resiliencia de los sistemas agrícolas frente a las crisis mundiales, ya que una agricultura arraigada localmente garantiza la soberanía o la autonomía alimentaria de mi territorio."
"intSec_opinion_Q","Which statement best describes your opinion? (Please select only one option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","¿Cuál afirmación describe mejor su opinión? (Seleccione solo una opción)"
"intSec_val_Q","In your opinion, can soil security (good biological and physical conditions) represent a strategic axis of internal security?","Selon vous, la securité des sols (bonnes conditions biologiques et physiques) peut-elle représenter un axe stratégique de sécurité intérieure ?","¿Considera usted que la seguridad del suelo (buenas condiciones biológicas y físicas) puede representar un eje estratégico de seguridad interior?"
"intSec_validation_A1","YES","OUI","SÍ"
"intSec_validation_A2","NO","NON","NO"
"intSec_validation_text","Explain why:","Expliquez pourquoi:","Explique por qué:"
"Land_area_Q","How many hectares is your farm?","Combien d'hectares fait votre ferme ?","¿Cuántas hectáreas tiene su finca?"
"Land_ownership_A1","Freehold property","Propriété en pleine propriété","Propiedad en pleno dominio"
"Land_ownership_A2","Perpetual pastoral lease","Bail pastoral perpétuel","Arrendamiento pastoral perpetuo"
"Land_ownership_A3","Perpetual lease","Bail perpétuel","Arrendamiento perpetuo"
"Land_ownership_A4","Other lease","Autre bail","Otro tipo de arrendamiento"
"Land_ownership_A5","Nature conservation reserve","Réserve de conservation de la nature","Reserva natural de conservación"
"Land_ownership_A6","Government-owned land","Terres appartenant à l’Etat","Tierra de propiedad estatal"
"Land_ownership_A7","Other","Autre","Otro"
"Land_ownership_Q","The land you referred to is: (select all that apply)","Le sol dont vous avez parlé est-il : (sélection multiple)","La tierra a la que se refiere es: (selección múltiple)"
"location_none_clicked","No location selected","Aucune localisation cliquée.","Ninguna ubicación seleccionada"
"location_selected_label","Selected coordinates","Coordonnées sélectionnées:","Coordenadas seleccionadas"
"map_header","Soil","Sol","Suelo"
"Map_instruction","First, select your country, region, and subregion from the dropdown menus. Then, if you wish, click on the map to indicate the approximate location of the soil type you're referring to. This helps improve the scientific quality of the study. Providing GPS coordinates is optional. If you prefer not to share them, click the “I prefer not to provide GPS coordinates” button below.","Commencez par sélectionner votre pays, votre région et votre sous-région à l’aide des menus déroulants. Ensuite, si vous le souhaitez, cliquez sur la carte pour indiquer l’emplacement approximatif du type de sol auquel vous vous référez. Cela améliore la qualité scientifique de l’étude. La saisie des coordonnées GPS est facultative. Si vous préférez ne pas les fournir, cliquez sur le bouton “Je préfère ne pas fournir de coordonnées GPS” ci-dessous.","Primero seleccione su país, región y subregión usando los menús desplegables. Luego, si lo desea, haga clic en el mapa para indicar la ubicación aproximada del tipo de suelo al que se refiere. Esto ayuda a mejorar la calidad científica del estudio. Proporcionar coordenadas GPS es opcional. Si prefiere no compartirlas, haga clic en el botón “Prefiero no proporcionar coordenadas GPS” que aparece abajo."
"map_selected_location","clicked_location","Localisation sélectionnée","Ubicación seleccionada"
"missing_approach","Please select an approach","Veuillez sélectionner une approche","Seleccione un enfoque"
"missing_country","Please select a country.","Veuillez sélectionner un pays.","Por favor seleccione un país."
"missing_defense_validation","Please indicate whether you believe sustainable soil management should be integrated into national security strategies.","Veuillez indiquer si, selon vous, la gestion durable des sols devrait être intégrée aux stratégies de sécurité nationale.","Por favor, indica si crees que la gestión sostenible del suelo debería integrarse en las estrategias de seguridad nacional."
"missing_email","Please enter your email address.","Veuillez entrer votre adresse e-mail.","Por favor ingrese su dirección de correo."
"missing_farmEnterprises","Please select at least one.","Veuillez sélectionner au moins une filière.","Seleccione al menos una opción."
"missing_HL_validation","Please indicate whether you have seen soil microorganisms.","Veuillez indiquer si vous avez déjà vu des micro-organismes du sol.","Por favor indica si has visto microorganismos del suelo."
"missing_intSec_validation","Please indicate whether you believe soil security can represent a strategic axis of internal security.","Veuillez indiquer si, selon vous, la sécurité des sols peut représenter un axe stratégique de sécurité intérieure.","Por favor, indica si crees que la seguridad del suelo puede representar un eje estratégico de seguridad interna."
"missing_newconcepts","Please select at least one concept","Veuillez sélectionner au moins un concept","Por favor seleccione al menos uno"
"missing_numberSoilTypes","Please select number of types.","Veuillez indiquer le nombre de types de sols gérés.","Indique el número de tipos de suelo."
"missing_opinion","Please select an opinion","Veuillez sélectionner une opinion","Seleccione una opinión"
"missing_other_farm","Please specify the other farm enterprise.","Veuillez préciser l'autre type d'exploitation agricole.","Por favor, especifique otro tipo de empresa agrícola."
"missing_other_threat","Please specify the other perceived threat.","Veuillez préciser l'autre menace perçue.","Por favor, especifique la otra amenaza percibida."
"missing_perceivedThreats","Please select at least one.","Veuillez sélectionner au moins une difficulté.","Seleccione al menos una dificultad."
"missing_region","Please select a commune.","Veuillez sélectionner une commune.","Por favor seleccione una comuna."
"missing_region1","Please select a region (first-level administrative division).","Veuillez sélectionner une région (division administrative de niveau 1).","Por favor seleccione una región (división administrativa de nivel 1)."
"missing_region2","Please select a commune or local area (second-level division).","Veuillez sélectionner une commune ou une zone locale (niveau 2).","Por favor seleccione una comuna o zona local (nivel 2)."
"missing_role","Please select your role.","Veuillez sélectionner votre rôle.","Por favor seleccione su rol."
"missing_Soil_Type_Description","Please describe the soil type you are referring to","Merci de décrire le type de sol choisi pour cette auto-évaluation","Describa el tipo de suelo elegido para esta autoevaluación"
"nav_back","Back","Retour","Volver"
"nav_next","Next","Suivant","Siguiente"
"nav_start","Start","Commencer","Comenzar"
"NM_approach_A1","I do not have a particular strategy; I fertilize my soils regardless of the season","Je n'ai pas de stratégie particulière, je fertilise mes sols quel que soit la saison.","No tengo una estrategia específica; fertilizo mis suelos sin importar la estación"
"NM_approach_A2","Fertilizers are applied solely based on agronomists’ or suppliers’ recommendations.","Les engrais sont appliqués uniquement sur la base des recommandations des agronomes ou des fournisseurs.","Los fertilizantes se aplican únicamente basándose en las recomendaciones de los agrónomos o proveedores."
"NM_approach_A3","Fertilizer rates and application timings are adjusted according to the season, production goals, and soil type.","Les doses et les moments d'application des engrais sont modifiés en fonction de la saison, de l'objectif de production et du type de sol.","Las dosis y los momentos de aplicación de los fertilizantes se ajustan según la temporada, el objetivo de producción y el tipo de suelo."
"NM_approach_A4","The latest technologies are used to measure and apply fertilizers in order to minimize environmental losses.","Les dernières technologies sont utilisées pour mesurer et appliquer les engrais afin de minimiser les pertes pour l'environnement.","Se utilizan las últimas tecnologías para medir y aplicar los fertilizantes con el fin de minimizar las pérdidas para el medio ambiente"
"NM_approach_Q","Which statement best describes your practice or approach? (Select only one option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","¿Cuál enunciado describe mejor su práctica o enfoque? (Seleccione solo una opción)"
"NM_header","SECTION FERTILISATION","SECTION FERTILISATION","SECCIÓN: FERTILIZACIÓN"
"NM_K_A1","Nitrogen, phosphorus, and potassium (N, P, K) are not the only macronutrients plants need; they also require trace elements to achieve optimal growth.","L'azote, le phosphore et le potassium (N, P, K) ne sont pas les seuls macronutriments nécessaires aux plantes ; elles ont également besoin d'oligoéléments pour assurer leur développement optimal.","El nitrógeno, el fósforo y el potasio (N, P, K) no son los únicos macronutrientes necesarios para las plantas; también necesitan oligoelementos para asegurar su desarrollo óptimo."
"NM_K_A2","Factors that limit root growth, such as soil compaction or diseases, reduce nutrient uptake.","Les facteurs qui limitent la croissance des racines, tels que le tassement du sol ou les maladies, réduisent l'absorption des nutriments.","Los factores que limitan el crecimiento de las raíces, como la compactación del suelo o las enfermedades, reducen la absorción de nutrientes"
"NM_K_A3","The range of nutrient concentrations considered optimal for plants varies according to the specific properties of each soil type","La plage de concentrations en nutriments considérée comme optimale pour les plantes varie en fonction des propriétés spécifiques de chaque type de sol.","El rango de concentraciones de nutrientes considerado óptimo para las plantas varía según las propiedades específicas de cada tipo de suelo"
"NM_K_A4","Nutrients applied to the soil are rarely absorbed directly by plants; instead, they must be cycled or transported by soil organisms.","Les nutriments appliqués au sol ne sont rarement absorbés directement par les plantes, mais doivent être cyclés ou transportés par les organismes du sol","Los nutrientes aplicados al suelo rara vez son absorbidos directamente por las plantas; en su lugar, deben ser reciclados o transportados por los organismos del suelo."
"NM_K_A5","I am familiar with all of these concepts.","Je suis familier avec tous ces concepts.","Estoy familiarizado con todos estos conceptos."
"NM_K_Q","Select all NEW concepts (Select all that apply)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Seleccione todos los conceptos NUEVOS (Marque todas las opciones que correspondan)"
"NM_opinion_A1","I believe it is necessary to apply fertilizers in order to produce today","Je pense qu'il est nécessaire d'appliquer des engrais pour produire aujourd'hui.","Creo que es necesario aplicar fertilizantes para producir en la actualidad."
"NM_opinion_A2","In my opinion, fertilizers such as animal manure, compost, or vermicompost can replace synthetic fertilizer","A mon avis, les engrais comme le fumier animal et le compost ou le vermicompost peuvent remplacer les engrais synthétiques.","En mi opinión, fertilizantes como el estiércol animal, el compost o el vermicompost pueden sustituir a los fertilizantes sintéticos."
"NM_opinion_A3","I feel that soil biology and soil moisture are just as important as the addition of organic fertilizers (e.g., composts)","J'ai l'impression que la biologie du sol et l'humidité du sol sont autant importantes que l'ajout d'engrais organique (ex : composts).","Tengo la impresión de que la biología del suelo y la humedad del suelo son tan importantes como la adición de fertilizantes orgánicos (por ejemplo, compostas)."
"NM_opinion_A4","In my view, it is essential that our fertilisation strategies are designed to nourish soil biodiversity in order to support soil health.","Selon moi, il est fondamental que nos stratégies de fertilisation soient conçues de manière à nourrir la biodiversité du sol pour soutenir la santé des sols.","En mi opinión, es fundamental que nuestras estrategias de fertilización estén diseñadas para alimentar la biodiversidad del suelo y así apoyar la salud del suelo."
"NM_opinion_Q","Which statement best describes your opinion? (Please select only one option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","¿Cuál afirmación describe mejor su opinión? (Seleccione solo una opción)"
"no","No","Non","No"
"numberSoilTypes_Q","How many types of soil do you manage?","Combien de types de sols gérez-vous ?","¿Cuántos tipos de suelo gestiona?"
"OptionalComment_text","Optional comments.","Commentaires facultatifs.","Comentarios opcionales."
