"unique_ID","French","English","Spanish"
"econ_newconcepts_A3","La valeur économique du sol pourrait prochainement inclure sa capacité à soutenir des écosystèmes sains et à fournir des services comme la fertilisation naturelle, l’infiltration de l’eau, la régulation des gaz à effet de serre. Ce qui entrainerait une diminution des risques financiers liés aux catastrophes naturelles.","The economic value of soil could soon include its capacity to support healthy ecosystems and provide services such as natural fertilisation, water infiltration, and greenhouse-gas regulation, thereby reducing financial risks related to natural disasters.","El valor económico del suelo podría pronto incluir su capacidad para sostener ecosistemas saludables y proporcionar servicios como la fertilización natural, la infiltración del agua y la regulación de los gases de efecto invernadero, lo que reduciría los riesgos financieros asociados a desastres naturales."
"econ_newconcepts_A4","Le sol joue un rôle essentiel dans la stabilité économique de notre société. Une mauvaise gestion peut engendrer des pertes financières considérables et impacter négativement l’économie d’un territoire, d'un pays et avori des impact dans le monde.","Soil plays an essential role in the economic stability of our society. Poor management can lead to significant financial losses and negatively impact the economy of a region, a country, and have impacts worldwide.","El suelo desempeña un papel esencial en la estabilidad económica de nuestra sociedad. Una mala gestión puede generar pérdidas financieras considerables y afectar negativamente la economía de un territorio, de un país y tener impactos a nivel mundial."
"econ_newconcepts_A5","Je suis familier avec tous ces concepts.","I am familiar with all of these concepts.","Estoy familiarizado/a con todos estos conceptos."
"econ_newconcepts_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Select all concepts that are NEW to you (Select all that apply)","Seleccione todos los conceptos que sean NUEVOS para usted (Seleccione todos los que correspondan)"
"econ_opinion_A1","Je considère que la valeur économique du sol est avant tout liée à son potentiel d’aménagement urbain, sans grande attention à la valorisation monétaire de ses fonctions écologique.","I believe that the economic value of soil is primarily linked to its urban development potential, without much attention to the monetary valuation of its ecological functions.","Considero que el valor económico del suelo está principalmente vinculado a su potencial de desarrollo urbano, sin prestar mucha atención a la valoración monetaria de sus funciones ecológicas."
"econ_opinion_A2","Je pense que la valeur économique du sol réside principalement dans son potentiel d’utilisation (développement urbain / infrastructures), avec quelques pratiques de conservation.","I think that the economic value of soil resides primarily in its potential for use (urban development/infrastructure), with some conservation practices.","Creo que el valor económico del suelo reside principalmente en su potencial de uso (desarrollo urbano/infraestructuras), con algunas prácticas de conservación."
"econ_opinion_A3","La valeur économique du sol est une combinaison entre le développement urbain, agricole et sa capacité à soutenir une économie locale tout en restant durable à long terme.","The economic value of soil is a combination of urban and agricultural development and its capacity to support a local economy while remaining sustainable in the long term.","El valor económico del suelo es una combinación de desarrollo urbano, agrícola y su capacidad para respaldar una economía local mientras se mantiene sostenible a largo plazo."
"econ_opinion_A4","Je considère que la valeur économique du sol recouvre plusieurs dimensions, dont les services écosystémiques qu’il fournit doivent être considérés comme partie intégrante. Il convient de le préserver par des politiques de gestion durable, car celles-ci conditionnent la croissance économique et la pérennité des générations futures","I believe that the economic value of soil encompasses multiple dimensions, including the ecosystem services it provides, which must be regarded as integral. It should be preserved through sustainable management policies, as these determine economic growth and the sustainability of future generations.","Considero que el valor económico del suelo abarca múltiples dimensiones, incluidos los servicios ecosistémicos que proporciona y que deben considerarse como parte integrante. Debe preservarse mediante políticas de gestión sostenible, ya que estas condicionan el crecimiento económico y la sostenibilidad de las generaciones futuras."
"econ_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Which statement best describes your opinion? (Choose one option)","¿Qué afirmación describe mejor su opinión? (Elija una sola opción)"
"education_level_A3","Niveau Lycée","High school level","Nivel de educación secundaria (bachillerato)"
"education_level_A2","Achèvement du collège","Completed middle school","Finalización de la educación secundaria básica"
"education_level_A1","Pas d'éducation formelle","No formal education","Sin educación formal"
"education_level_A4","Baccalauréat","Baccalaureate","Título de bachillerato"
"education_level_A5","Bac+2","Post-secondary vocational qualifications (2-year degree)","Titulaciones profesionales postsecundarias (título de 2 años)"
"education_level_A6","Bac+3","Bachelor’s degree","Título de grado/licenciatura"
"education_level_A7","Master (Bac+4 et Bac+5)","Master’s degree","Título de máster"
"education_level_A8","Doctorat (Bac+8)","Doctorate (PhD)","Doctorado (PhD)"
"education_level_Q","Quel est le plus haut niveau d'éducation que vous avez atteint","What is the highest level of education you have completed?","¿Cuál es el nivel de educación más alto que ha completado?"
"food_approach_A1","Je ne prends aucune mesure spécifique en lien avec la sécurité alimentaire dans la gestion de mon territoire, car ce n’est pas une priorité pour les politiques publiques ni dans mes responsabilités.","I take no specific action on food security in my territory; it is not a public policy priority nor part of my responsibilities.","No tomo ninguna medida específica relacionada con la seguridad alimentaria; no es una prioridad de política pública ni está dentro de mis responsabilidades."
"food_approach_A2","J’intègre parfois des pratiques liées à la sécurité alimentaire comme encourager les circuits locaux, mais ce n’est pas un axe prioritaire.","I sometimes incorporate food security-related practices like supporting local food networks, though it is not a central priority.","A veces integro prácticas relacionadas con la seguridad alimentaria como apoyar redes locales de producción, aunque no es una prioridad principal."
"food_approach_A3","J’adopte des actions ciblées pour contribuer à la sécurité alimentaire, comme soutenir les circuits locaux, encourager l'installation des agriculteurs sur le territoire, pousser à la diversification des cultures en fonction des besoins identifiés.","I take targeted actions to support food security, such as strengthening local supply chains, supporting farmers, or promoting crop diversification based on local needs.","Adopto acciones concretas para contribuir a la seguridad alimentaria, como apoyar los circuitos locales, fomentar la instalación de agricultores o promover la diversificación de cultivos."
"food_approach_A4","La sécurité alimentaire est au cœur de mes décisions, et je m’efforce de mettre en place des politiques soutenant les agriculteurs, les transformateurs, les transporteurs et les consommateurs locaux, de manière à obtenir une planification territoriale qui structure les filières en circuits courts.","Food security is central to my decision-making. I work to support farmers, processors, transporters, and consumers to enable territorial planning that strengthens local food networks.","La seguridad alimentaria está en el centro de mis decisiones. Trabajo para apoyar a agricultores, transformadores, transportistas y consumidores, estructurando redes alimentarias locales."
"food_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Which statement best describes your practice / approach? (Choose one option)","¿Cuál afirmación describe mejor su práctica / enfoque? (Seleccione una opción)"
"food_header","SÉCURITÉ ALIMENTAIRE","FOOD SECURITY","SEGURIDAD ALIMENTARIA"
"food_newconcepts_A1","La disponibilité alimentaire est liée à la capacité d'un pays ou d'une région à produire suffisamment de nourriture ou à en importer pour satisfaire les besoins alimentaires de sa population.","Food availability is linked to a country’s or region’s capacity to produce or import enough food to meet the nutritional needs of its population.","La disponibilidad alimentaria está vinculada a la capacidad de un país o región para producir o importar suficiente comida para satisfacer las necesidades alimentarias de su población."
"food_newconcepts_A2","La stabilité alimentaire est assurée lorsque les systèmes alimentaires fournissent de la nourriture de manière continue et régulière, sans interruptions des chaînes d’approvisionnement dues aux chocs économiques, politiques et climatiques.","Food stability is ensured when food systems provide continuous and regular food supply without disruption due to economic, political or climate shocks.","La estabilidad alimentaria se garantiza cuando los sistemas alimentarios proporcionan alimentos de forma continua y regular, sin interrupciones por crisis económicas, políticas o climáticas."
"food_newconcepts_A3","La qualité nutritionnelle des aliments disponibles est un pilier de la sécurité alimentaire et est essentielle pour garantir les nutriments nécessaires au maintien de la bonne santé publique, prévenir les maladies et promouvoir le bien-être.","The nutritional quality of available food is a pillar of food security and public health—it helps prevent disease and promote wellbeing.","La calidad nutricional de los alimentos disponibles es un pilar de la seguridad alimentaria y de la salud pública: previene enfermedades y promueve el bienestar."
"food_newconcepts_A4","Les systèmes agricoles et alimentaire français dépendent des chaînes d’approvisionnement mondiales et la ville de Paris intra-muros dispose en moyenne de cinq à sept jours de stock alimentaire pour nourrir 2 087 577 habitants.","French agricultural and food systems rely on global supply chains. The city of Paris has an average food stock of 5–7 days to feed 2,087,577 inhabitants.","Los sistemas alimentarios franceses dependen de cadenas de suministro globales. La ciudad de París tiene en promedio de cinco a siete días de stock para alimentar a 2 087 577 habitantes."
"food_newconcepts_A5","Je suis familier avec tous ces concepts.","I am familiar with all of these concepts.","Estoy familiarizado/a con todos estos conceptos."
"food_newconcepts_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Select all the concepts that are NEW to you (Select all that apply)","Seleccione todos los conceptos que le resulten NUEVOS (Marque todo lo que corresponda)"
"food_opinion_A1","Je pense que la sécurité alimentaire ne concerne pas mon territoire/ région et n'est pas un sujet prioritaire dans mes responsabilités.","I believe food security does not concern my territory/region and is not a priority in my responsibilities.","Creo que la seguridad alimentaria no es relevante para mi territorio/región y no es una prioridad dentro de mis responsabilidades."
"food_opinion_A2","Je reconnais l’importance de la sécurité alimentaire, mais je me concentre davantage sur d’autres priorités de développement local.","I recognise the importance of food security, but I prioritise other areas of local development.","Reconozco la importancia de la seguridad alimentaria, pero me concentro más en otras prioridades de desarrollo local."
"food_opinion_A3","Je considère que la sécurité alimentaire est un enjeu important et je cherche à soutenir les initiatives locales ou régionales, et à adapter les politiques locales pour y contribuer.","I consider food security an important issue and I seek to support local or regional initiatives and adapt local policies accordingly.","Considero que la seguridad alimentaria es un tema importante y busco apoyar iniciativas locales o regionales y adaptar las políticas locales para contribuir."
"food_opinion_A4","Je suis convaincu que la sécurité alimentaire est une priorité majeure, et mes décisions de gestion territoriale visent à soutenir des politiques et programmes qui garantissent des chaînes d’approvisionnement locales et durables.","I am convinced food security is a major priority and base my territorial management decisions on policies and programmes that ensure local and sustainable supply chains.","Estoy convencido/a de que la seguridad alimentaria es una prioridad clave y tomo decisiones territoriales que garanticen cadenas de suministro locales y sostenibles."
"food_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Which statement best describes your opinion? (Choose one option)","¿Cuál afirmación describe mejor su opinión? (Seleccione una opción)"
"HL_approach_A1","Je n'associe les organismes du sol qu'à la problématique des maladies (pandémie).","I only associate soil organisms with the problem of diseases (pandemic).","Solo asocio los organismos del suelo con el problema de las enfermedades (pandemia)."
"HL_approach_A2","Je voudrais mettre en place des politiques de gestion qui augmentent la biodiversité souterraine, mais j'ai besoin de plus d'informations pour saisir les enjeux.","I would like to implement management policies that increase underground biodiversity, but I need more information to understand the issues.","Me gustaría implementar políticas de gestión que aumenten la biodiversidad subterránea, pero necesito más información para comprender los problemas."
"HL_approach_A3","Je soutiens les pratiques et les politiques qui visent à augmenter la matière organique dans les sols, car cela contribue à augmenter les microorganismes et à améliorer les sols.","I support practices and policies that aim to increase organic matter in soils, as this helps to increase microorganisms and improve soils.","Apoyo las prácticas y políticas que tienen como objetivo aumentar la materia orgánica en los suelos, ya que esto ayuda a aumentar los microorganismos y mejorar los suelos."
"HL_approach_A4","Je travaille en étroite collaboration et en transversalité avec les acteurs de mon territoires (agriculteurs, chercheurs et associations) pour développer et appliquer des politiques novatrices visant à préserver la biologie du sol.","I work in close collaboration and across the board with the actors of my territories (farmers, researchers and associations) to develop and apply innovative policies aimed at preserving soil biology.","Trabajo en estrecha colaboración y de forma transversal con los actores de mis territorios (agricultores, investigadores y asociaciones) para desarrollar y aplicar políticas innovadoras destinadas a preservar la biología del suelo."
"HL_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Which statement best describes your practice / approach? (Choose one option)","¿Qué afirmación describe mejor su práctica / enfoque? (Elija una sola opción)"
"HL_K__header","BIODIVERSITÉ DU SOL","SOIL BIODIVERSITY","BIODIVERSIDAD DEL SUELO"
"HL_K_A1","Les microorganismes du réseau trophique du sol jouent un rôle important dans les fonctions du sol, notamment l'amélioration de la structure, le stockage de l'eau, la dégradation de la matière organique et la dégradation des polluants.","The microorganisms of the soil food web play an important role in soil functions, including improving structure, storing water, degrading organic matter and degrading pollutants.","Los microorganismos de la red trófica del suelo desempeñan un papel importante en las funciones del suelo, incluida la mejora de la estructura, el almacenamiento de agua, la degradación de la materia orgánica y la degradación de los contaminantes."
"HL_K_A2","Le type de matière organique disponible pour les microorganismes, notamment sa teneur en azote et en carbone, influence le ratio bactéries/champignons (F:B) ainsi que l'ensemble de la cascade trophique du sol.","The type of organic matter available to microorganisms, including its nitrogen and carbon content, influences the bacteria/fungi ratio (F:B) as well as the entire soil food web.","El tipo de materia orgánica disponible para los microorganismos, incluido su contenido de nitrógeno y carbono, influye en la proporción de bacterias/hongos (F:B), así como en toda la red trófica del suelo."
"HL_K_A3","Pour que les microorganismes du réseau trophique du sol puissent se développer, il est essentiel que le sol représente en quelque sorte un habitat offrant une variété d'atmosphère allant d’un milieu suffisamment aéré à un environnement légèrement réduit.","For the microorganisms of the soil food web to develop, it is essential that the soil represents a habitat offering a variety of atmospheres ranging from a sufficiently aerated environment to a slightly reduced environment.","Para que los microorganismos de la red trófica del suelo se desarrollen, es esencial que el suelo represente un hábitat que ofrezca una variedad de atmósferas que van desde un ambiente suficientemente aireado hasta un ambiente ligeramente reducido."
"HL_K_A4","Les champignons mycorhiziens symbiotiques jouent un rôle essentiel dans la nutrition de certaines plantes : ils peuvent leur transférer jusqu'à 80% du phosphore et jusqu'à 20% de l'azote absorbés.","Symbiotic mycorrhizal fungi play an essential role in the nutrition of certain plants: they can transfer up to 80% of the phosphorus and up to 20% of the nitrogen absorbed to them.","Los hongos micorrícicos simbióticos desempeñan un papel esencial en la nutrición de ciertas plantas: pueden transferirles hasta el 80% del fósforo y hasta el 20% del nitrógeno absorbido."
"HL_K_A5","Je suis familier avec tous ces concepts.","I am familiar with all these concepts.","Estoy familiarizado/a con todos estos conceptos."
"HL_K_header","SECTION BIODIVERSITÉ DU SOL","SECTION: SOIL BIODIVERSITY","SECCIÓN: BIODIVERSIDAD DEL SUELO"
"HL_K_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Select all the concepts that are NEW to you (Select all that apply)","Seleccione todos los conceptos que le resulten NUEVOS (Marque todo lo que corresponda)"
"HL_opinion_A1","Je pense qu'il n'est pas nécessaire de surveiller ou d'améliorer la biodiversité du sol dans mon territoire.","I think it is not necessary to monitor or improve the biodiversity of the soil in my territory.","Creo que no es necesario controlar o mejorar la biodiversidad del suelo en mi territorio."
"HL_opinion_A2","Je suis conscient que certaines pratiques d’aménagement peuvent être nuisibles aux organismes du sol, mais ma priorité reste d’assurer la gestion et le développement, de plus cela coûte cher.","I am aware that certain development practices can be harmful to soil organisms, but my priority remains to ensure management and development, and it is also expensive.","Soy consciente de que ciertas prácticas de desarrollo pueden ser perjudiciales para los organismos del suelo, pero mi prioridad sigue siendo garantizar la gestión y el desarrollo, y además es caro."
"HL_opinion_A3","Je suis convaincu que prendre en compte la biologie du sol dans nos politiques de gestion territoriale / régionale / nationale / européenne permettrait potentiellement de freiner la dégradation des sols à grande échelle.","I am convinced that taking into account soil biology in our territorial / regional / national / European management policies would potentially make it possible to curb large-scale soil degradation.","Estoy convencido de que tener en cuenta la biología del suelo en nuestras políticas de gestión territorial/regional/nacional/europea permitiría potencialmente frenar la degradación del suelo a gran escala."
"HL_opinion_A4","Il est impératif de continuer à approfondir notre compréhension de ces organismes invisibles à l'oeil nu, ainsi que les moyens de les protéger, car ils sont essentiels à notre survie. Nos politiques doivent en tenir compte et les intégrer pleinement dans les politiques d'aménagement du territoire.","It is imperative to continue to deepen our understanding of these organisms invisible to the naked eye, as well as the means to protect them, as they are essential to our survival. Our policies must take this into account and fully integrate them into land use planning policies.","Es imperativo seguir profundizando en nuestra comprensión de estos organismos invisibles a simple vista, así como en los medios para protegerlos, ya que son esenciales para nuestra supervivencia. Nuestras políticas deben tener esto en cuenta e integrarlos plenamente en las políticas de ordenación del territorio."
"HL_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Which statement best describes your opinion? (Choose one option)","¿Qué afirmación describe mejor su opinión? (Elija una sola opción)"
"HL_val1_A1","OUI","YES","SÍ"
"HL_val1_A2","NON","NO","NO"
"HL_val1_Q","Avez-vous déjà vu des microorganismes du sol (bactéries, mycelium, protozoaires, nématodes, collemboles)? (Attention : les gros organismes tels que les vers de terre ou les insectes ne sont pas inclus dans cette question, car ils ne sont pas considérés comme des microorganismes).","Have you ever seen soil microorganisms (bacteria, mycelium, protozoa, nematodes, springtails)? (Note: large organisms such as earthworms or insects are not included in this question, as they are not considered microorganisms).","¿Ha visto alguna vez microorganismos del suelo (bacterias, micelio, protozoos, nematodos, colémbolos)? (Nota: los organismos grandes como las lombrices de tierra o los insectos no se incluyen en esta pregunta, ya que no se consideran microorganismos)."
"intSec_approach_A1","Me préoccuper de la sécurité intérieure de mon territoire n'est pas mon rôle, mais celui de la police ou de la gendarmerie.","Dealing with the internal security of my territory is not my role, but that of the police or the gendarmerie.","Ocuparme de la seguridad interior de mi territorio no es mi función, sino la de la policía o la gendarmería."
"intSec_approach_A2","Dans l'exercice de mes fonctions, je fais le nécessaire pour maintenir l’ordre public, dans les villes et les campagnes de mon territoire, pour éviter le vandalisme et assurer la sécurité des citoyens.","In the exercise of my duties, I do what is necessary to maintain public order, in the cities and countryside of my territory, to prevent vandalism and ensure the safety of citizens.","En el ejercicio de mis funciones, hago lo necesario para mantener el orden público, en las ciudades y campos de mi territorio, para evitar el vandalismo y garantizar la seguridad de los ciudadanos."
"intSec_approach_A3","Dans l'exercice de mes fonctions, une de mes priorités est de garantir la gestion efficace des crises, notamment les catastrophes naturelles (inondations, feu).","In the exercise of my duties, one of my priorities is to ensure the effective management of crises, especially natural disasters (floods, fire).","En el ejercicio de mis funciones, una de mis prioridades es garantizar la gestión eficaz de las crisis, especialmente las catástrofes naturales (inundaciones, incendios)."
"intSec_approach_A4","J'ai déjà pris des mesures pour assurer et élargir la protection des citoyens en élaborant un plan de gestion et de continuité en cas de crises globales, car les perturbations mondiales actuelles peuvent affecter la stabilité des approvisionnements alimentaires et perturber l’ordre public de mon territoire.","I have already taken steps to ensure and broaden the protection of citizens by developing a management and continuity plan in the event of global crises, as current global disruptions can affect the stability of food supplies and disrupt public order in my territory.","Ya he tomado medidas para garantizar y ampliar la protección de los ciudadanos mediante la elaboración de un plan de gestión y continuidad en caso de crisis mundiales, ya que las actuales perturbaciones mundiales pueden afectar a la estabilidad de los suministros de alimentos y perturbar el orden público de mi territorio."
"intSec_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Which statement best describes your practice / approach? (Choose one option)","¿Qué afirmación describe mejor su práctica / enfoque? (Elija una sola opción)"
"intSec_header","SÉCURITÉ INTÉRIEURE ET ORDRE PUBLIC","INTERNAL SECURITY AND PUBLIC ORDER","SEGURIDAD INTERIOR Y ORDEN PÚBLICO"
"intSec_newconcepts_A1","La sécurité intérieure et l'ordre public sont avant tout centrés sur la prévention de la criminalité et la gestion des menaces internes, visant à garantir la stabilité sociale et à protéger les citoyens.","Internal security and public order are primarily focused on crime prevention and the management of internal threats, aiming to ensure social stability and protect citizens.","La seguridad interior y el orden público se centran principalmente en la prevención de la delincuencia y la gestión de las amenazas internas, con el objetivo de garantizar la estabilidad social y proteger a los ciudadanos."
"intSec_newconcepts_A2","En France (et très souvent dans les pays européens), si une pénurie alimentaire arrivait, les collectivités territoriales seraient en premières lignes pour la gestion de crise et pour assurer le maintien de l’ordre public.","In France (and very often in European countries), if a food shortage were to occur, local authorities would be on the front lines of crisis management and ensuring the maintenance of public order.","En Francia (y muy a menudo en los países europeos), si se produjera una escasez de alimentos, las autoridades locales estarían en primera línea para la gestión de la crisis y para garantizar el mantenimiento del orden público."
"intSec_newconcepts_A3","Il n’existe pas de stocks stratégiques alimentaires ni de planification stratégique pour assurer certains piliers de la sécurité alimentaire en France et en Europe d emanière générale (comme la stabilité et la disponibilité alimentaire).","There are no strategic food stocks or strategic planning to ensure certain pillars of food security in France and in Europe in general (such as stability and food availability).","No existen reservas estratégicas de alimentos ni una planificación estratégica para garantizar ciertos pilares de la seguridad alimentaria en Francia y en Europa en general (como la estabilidad y la disponibilidad de alimentos)."
"intSec_newconcepts_A4","Le plan ORSEC en France (Organisation de la Réponse de Sécurité Civile), n’a pas de stocks stratégiques alimentaire et l'Union européenne n'impose pas encore de constitution obligatoire de stocks alimentaire stratégiques.","The ORSEC plan in France (Organisation of Civil Security Response) does not have strategic food stocks, and the European Union does not yet impose the mandatory constitution of strategic food stocks.","El plan ORSEC en Francia (Organización de la Respuesta de Seguridad Civil) no tiene reservas estratégicas de alimentos, y la Unión Europea aún no impone la constitución obligatoria de reservas estratégicas de alimentos."
"intSec_newconcepts_A5","Je suis familier avec tous ces concepts.","I am familiar with all these concepts.","Estoy familiarizado/a con todos estos conceptos."
"intSec_newconcepts_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Select all the concepts that are NEW to you (Select all that apply)","Seleccione todos los conceptos que le resulten NUEVOS (Marque todo lo que corresponda)"
"intSec_opinion_A1","Je pense pas que la sécurité soit un sujet intéressant et il me semble que la priorité est ailleurs au niveau territorial.","I do not think that security is an interesting subject and it seems to me that the priority lies elsewhere at the territorial level.","No creo que la seguridad sea un tema interesante y me parece que la prioridad está en otra parte a nivel territorial."
"intSec_opinion_A2","Je pense que la sécurité dépend surtout de l'ordre public et de la protection contre les vols ou vandalismes sur les propriétés privées.","I think that security depends above all on public order and protection against theft or vandalism on private property.","Creo que la seguridad depende sobre todo del orden público y de la protección contra los robos o el vandalismo en la propiedad privada."
"intSec_opinion_A3","A mon avis, la sécurité de mon pays repose sur une gestion rapide des crises naturelles pour maintenir l'approvisionnement alimentaire.","In my opinion, the security of my country depends on the rapid management of natural crises to maintain the food supply.","En mi opinión, la seguridad de mi país depende de la gestión rápida de las crisis naturales para mantener el suministro de alimentos."
"intSec_opinion_A4","Pour moi, la sécurité de mon territoire repose avant tout sur la résilience des systèmes agricoles locaux face aux crises mondiales pour assurer une sécurité alimentaire minimale sur place sans trop dépendre des chaînes d'approvisionnement pour nourrir les adminsitrés.","For me, the security of my territory depends above all on the resilience of local agricultural systems in the face of global crises to ensure minimum food security on the spot without depending too much on supply chains to feed the population.","Para mí, la seguridad de mi territorio se basa sobre todo en la resiliencia de los sistemas agrícolas locales frente a las crisis mundiales para garantizar una seguridad alimentaria mínima a nivel local sin depender demasiado de las cadenas de suministro para alimentar a la población."
"intSec_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Which statement best describes your opinion? (Choose one option)","¿Qué afirmación describe mejor su opinión? (Elija una sola opción)"
"intSec_val_A1","OUI","YES","SÍ"
"intSec_val_A2","NON","NO","NO"
"intSec_val_Q","Pensez-vous que la bonne condition des sols (santé biologique et physique) puisse constituer un enjeu stratégique pour la sécurité intérieure ?","Do you think that the good condition of soils (biological and physical health) can be a strategic issue for internal security?","¿Cree que el buen estado de los suelos (salud biológica y física) puede ser una cuestión estratégica para la seguridad interior?"
"intSec_validation_text","précisez pourquoi","please specify why","por favor especifique por qué"
"Land_area_Q","Quelle est la superficie de votre territoire en hectares ?","What is the area of your territory in hectares?","¿Cuál es la superficie de su territorio en hectáreas?"
"location_none_clicked","Aucune localisation cliquée.","No location clicked.","No se ha hecho clic en ninguna ubicación."
"location_selected_label","Coordonnées sélectionnées:","Selected coordinates:","Coordenadas seleccionadas:"
"map_header","Sol","Soil","Suelo"
"Map_instruction","Cliquez sur la carte pour sélectionner la localisation approximative du sol auquel vous vous référez pour répondre à ce questionnaire","Click on the map to select the approximate location of the soil to which you are referring to answer this questionnaire","Haga clic en el mapa para seleccionar la ubicación aproximada del suelo al que se refiere para responder a este cuestionario"
"map_selected_location","Localisation sélectionnée","Selected location","Ubicación seleccionada"
"missing_approach","Veuillez sélectionner une approche","Please select an approach","Seleccione un enfoque"
"missing_consent","Veuillez accepter les conditions pour continuer.","Please accept the terms to continue.","Por favor, acepte los términos para continuar."
"missing_country","Veuillez sélectionner un pays.","Please select a country.","Por favor seleccione un país."
"missing_email","Veuillez entrer votre adresse e-mail.","Please enter your email address.","Por favor ingrese su dirección de correo."
"missing_HL_validation","Veuillez indiquer si vous avez déjà vu des micro-organismes du sol.","Please indicate whether you have seen soil microorganisms.","Por favor indica si has visto microorganismos del suelo."
"missing_intSec_validation","Veuillez indiquer si, selon vous, la sécurité des sols peut représenter un axe stratégique de sécurité intérieure.","Please indicate whether you believe soil security can represent a strategic axis of internal security.","Por favor, indica si crees que la seguridad del suelo puede representar un eje estratégico de seguridad interna."
"missing_newconcepts","Veuillez sélectionner au moins un concept","Please select at least one concept","Por favor seleccione al menos uno"
"missing_numberSoilTypes","Veuillez indiquer le nombre de types de sols gérés.","Please indicate the number of types of soil managed.","Indique el número de tipos de suelo gestionados."
"missing_opinion","Veuillez sélectionner une opinion","Please select an opinion","Seleccione una opinión"
"missing_other_farm","Veuillez préciser l'autre type d'exploitation agricole.","Please specify the other farm enterprise.","Por favor, especifique otro tipo de empresa agrícola."
"missing_other_poste","Veuillez préciser votre poste.","Please specify your job title.","Por favor, especifique su cargo."
"missing_other_role","Veuillez préciser vos principales fonctions professionnelles.","Please specify your main professional duties.","Por favor, especifique sus principales funciones profesionales."
"missing_other_threat","Veuillez préciser l'autre menace perçue.","Please specify the other perceived threat.","Por favor, especifique la otra amenaza percibida."
"missing_poste","Veuillez sélectionner votre poste.","Please select your job title.","Por favor, seleccione su cargo."
"missing_region","Veuillez sélectionner une commune.","Please select a commune.","Por favor seleccione una comuna."
"missing_region_or_map","Veuillez sélectionner une région et/ou cliquer sur la carte pour définir un emplacement.","Please select a region and/or click the map to set a location.","Seleccione una región y/o haga clic en el mapa para definir una ubicación."
"missing_role","Veuillez sélectionner vos principales fonctions professionnelles.","Please select your main professional duties.","Por favor, seleccione sus principales funciones profesionales."
"missing_Soil_Type_Description","Merci de décrire le type de sol choisi pour cette auto-évaluation","Please describe the type of soil chosen for this self-assessment","Describa el tipo de suelo elegido para esta autoevaluación"
"missing_validation","Veuillez répondre à la dernière question.","Please answer the last question.","Por favor, responda la última pregunta."
"nav_back","Retour","Back","Atrás"
"nav_next","Suivant","Next","Siguiente"
"nav_start","Commencer","Start","Comenzar"
"NM_approach_A1","Je ne vois pas en quoi la gestion de la fertilité devrait faire partie des priorités de gestion du territoire, cela relève des institutions agricoles.","I do not see how fertility management should be part of the territory's management priorities, this is a matter for agricultural institutions.","No veo cómo la gestión de la fertilidad debería formar parte de las prioridades de gestión del territorio, esto es competencia de las instituciones agrícolas."
"NM_approach_A2","Je consulte des experts pour orienter les décisions liées aux stratégies de fertilisation des espaces verts de ma commune, mais je n'ai pas de stratégie à l'échelle de mon territoire.","I consult experts to guide decisions related to the fertilisation strategies of the green spaces in my municipality, but I do not have a strategy for my entire territory.","Consulto a expertos para orientar las decisiones relacionadas con las estrategias de fertilización de los espacios verdes de mi municipio, pero no tengo una estrategia para todo mi territorio."
"NM_approach_A3","Nous adaptons les recommandations en fonction des objectifs économiques/environnementaux.","We adapt the recommendations according to the economic/environmental objectives.","Adaptamos las recomendaciones en función de los objetivos económicos/medioambientales."
"NM_approach_A4","Nous avons mis en place des mesures innovantes (technologies avancées, actions de sensibilisation) en fonction des besoins saisonniers et du type de sol de manière à surveiller et optimiser la gestion des fertilisants et des amendements organiques dans la commune. Nous sommes en partenariat avec les institutions agricoles et échangeons nos données pour une meilleure gestion.","We have implemented innovative measures (advanced technologies, awareness-raising actions) according to seasonal needs and soil type in order to monitor and optimise the management of fertilisers and organic amendments in the municipality. We are in partnership with agricultural institutions and exchange our data for better management.","Hemos implementado medidas innovadoras (tecnologías avanzadas, acciones de sensibilización) según las necesidades estacionales y el tipo de suelo para monitorear y optimizar la gestión de fertilizantes y enmiendas orgánicas en el municipio. Estamos asociados con instituciones agrícolas e intercambiamos nuestros datos para una mejor gestión."
"NM_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Which statement best describes your practice / approach? (Choose one option)","¿Qué afirmación describe mejor su práctica / enfoque? (Elija una sola opción)"
"NM_header","FERTILISATION","Fertilisation","FERTILIZACIÓN"
