"unique_ID","French","English","Spanish"
"defense_approach_A2","Je cherche à sensibiliser les représentants de la sécurité nationale en suggérant de tenir compte des menaces environnementales qui peuvent perturber notre secteur (flux d'approvisionnement des matériaux, catastrophe naturelles) et qui sont souvent étroitement liées aux infrastructures à protéger (ex : infrastructure militaire, de stockage alimentaire, d'énergie etc).","Je cherche à sensibiliser les représentants de la sécurité nationale en suggérant de tenir compte des menaces environnementales qui peuvent perturber notre secteur (flux d'approvisionnement des matériaux, catastrophe naturelles) et qui sont souvent étroitement liées aux infrastructures à protéger (ex : infrastructure militaire, de stockage alimentaire, d'énergie etc).","Je cherche à sensibiliser les représentants de la sécurité nationale en suggérant de tenir compte des menaces environnementales qui peuvent perturber notre secteur (flux d'approvisionnement des matériaux, catastrophe naturelles) et qui sont souvent étroitement liées aux infrastructures à protéger (ex : infrastructure militaire, de stockage alimentaire, d'énergie etc)."
"defense_approach_A3","Je soutiens les initiatives locales et régionales qui renforcent la sécurité nationale pour protéger la souveraineté de mon territoire, y compris la sécurisation des ressources propres à mon secteur professionnel, mais sans qu’aucune mesure concrète n’ait encore été mise en œuvre","Je soutiens les initiatives locales et régionales qui renforcent la sécurité nationale pour protéger la souveraineté de mon territoire, y compris la sécurisation des ressources propres à mon secteur professionnel, mais sans qu’aucune mesure concrète n’ait encore été mise en œuvre","Je soutiens les initiatives locales et régionales qui renforcent la sécurité nationale pour protéger la souveraineté de mon territoire, y compris la sécurisation des ressources propres à mon secteur professionnel, mais sans qu’aucune mesure concrète n’ait encore été mise en œuvre"
"defense_approach_A4","J’ai déjà intégré des logiques de sécurité nationale dans mon secteur en prenant en compte les fournisseurs locaux dans mes plans de continuité pour les clients relevant d’infrastructures critiques à protéger (ex : infrastructure militaire, de stockage alimentaire, d'énergie etc), tout en veillant à la sécurité de mon activité en cas de crise externe prolongée (par exemple, en constituant des stocks), susceptible d’avoir des répercussions économiques à long terme.","J’ai déjà intégré des logiques de sécurité nationale dans mon secteur en prenant en compte les fournisseurs locaux dans mes plans de continuité pour les clients relevant d’infrastructures critiques à protéger (ex : infrastructure militaire, de stockage alimentaire, d'énergie etc), tout en veillant à la sécurité de mon activité en cas de crise externe prolongée (par exemple, en constituant des stocks), susceptible d’avoir des répercussions économiques à long terme.","J’ai déjà intégré des logiques de sécurité nationale dans mon secteur en prenant en compte les fournisseurs locaux dans mes plans de continuité pour les clients relevant d’infrastructures critiques à protéger (ex : infrastructure militaire, de stockage alimentaire, d'énergie etc), tout en veillant à la sécurité de mon activité en cas de crise externe prolongée (par exemple, en constituant des stocks), susceptible d’avoir des répercussions économiques à long terme."
"defense_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)"
"defense_opinion_A1","Je pense que mon secteur n'est pas concerné.","Je pense que mon secteur n'est pas concerné.","Je pense que mon secteur n'est pas concerné."
"defense_opinion_A2","Je pense que la sécurité nationale doit s'élargire et inclure une protection des ressources naturelles, car des conflits ou instabilités géopolitiques peuvent affecter directement l'approvisionnement et perturber mon secteur économique.","Je pense que la sécurité nationale doit s'élargire et inclure une protection des ressources naturelles, car des conflits ou instabilités géopolitiques peuvent affecter directement l'approvisionnement et perturber mon secteur économique.","Je pense que la sécurité nationale doit s'élargire et inclure une protection des ressources naturelles, car des conflits ou instabilités géopolitiques peuvent affecter directement l'approvisionnement et perturber mon secteur économique."
"defense_opinion_A3","Selon moi, la sécurité nationale devrait avant tout assurer la protection des infrastructures critiques en veillant à la continuité des approvisionnements en matériaux de construction et en denrées essentielles, de manière à préserver l’économie et la cohésion sociale en cas de crise.","Selon moi, la sécurité nationale devrait avant tout assurer la protection des infrastructures critiques en veillant à la continuité des approvisionnements en matériaux de construction et en denrées essentielles, de manière à préserver l’économie et la cohésion sociale en cas de crise.","Selon moi, la sécurité nationale devrait avant tout assurer la protection des infrastructures critiques en veillant à la continuité des approvisionnements en matériaux de construction et en denrées essentielles, de manière à préserver l’économie et la cohésion sociale en cas de crise."
"defense_opinion_A4","À mon sens, la sécurité nationale doit s’appuyer sur une stratégie de résilience à la fois territoriale et globale, combinant la constitution de stocks civils et militaires, la sécurisation des chaînes d’approvisionnement alimentaires et sectorielles, la gestion durable des sols pour soutenir la production locale, et l’aménagement d’espaces capables de résister aux crises globales.","À mon sens, la sécurité nationale doit s’appuyer sur une stratégie de résilience à la fois territoriale et globale, combinant la constitution de stocks civils et militaires, la sécurisation des chaînes d’approvisionnement alimentaires et sectorielles, la gestion durable des sols pour soutenir la production locale, et l’aménagement d’espaces capables de résister aux crises globales.","À mon sens, la sécurité nationale doit s’appuyer sur une stratégie de résilience à la fois territoriale et globale, combinant la constitution de stocks civils et militaires, la sécurisation des chaînes d’approvisionnement alimentaires et sectorielles, la gestion durable des sols pour soutenir la production locale, et l’aménagement d’espaces capables de résister aux crises globales."
"defense_validation_Q","À votre avis, la gestion durable des sols devrait-elle être intégrée aux stratégies de sécurité nationale ?","À votre avis, la gestion durable des sols devrait-elle être intégrée aux stratégies de sécurité nationale ?","À votre avis, la gestion durable des sols devrait-elle être intégrée aux stratégies de sécurité nationale ?"
"Defense_VALIDATION_A1","OUI","OUI","OUI"
"Defense_VALIDATION_A2","NON","NON","NON"
"Defense_VALIDATION_","Expliquez pourquoi:","Expliquez pourquoi:","Expliquez pourquoi:"
"map_header","LOCALISATION DU SOL","LOCALISATION DU SOL","LOCALISATION DU SOL"
"Soil_intro_text","Veuillez penser à un sol précis tout au long du questionnaire.","Veuillez penser à un sol précis tout au long du questionnaire.","Veuillez penser à un sol précis tout au long du questionnaire."
"Soil_focus_text","Nous vous invitons à penser à un sol en particulier tout au long du questionnaire. Choisissez un sol que vous connaissez bien ou que vous observez régulièrement (par exemple : un champ, un jardin, une parcelle de terre sur votre trajet pour aller au travail, une parcelle immobilière...) Toutes vos réponses concernant les sols devront se rapporter à ce sol précis.","Nous vous invitons à penser à un sol en particulier tout au long du questionnaire. Choisissez un sol que vous connaissez bien ou que vous observez régulièrement (par exemple : un champ, un jardin, une parcelle de terre sur votre trajet pour aller au travail, une parcelle immobilière...) Toutes vos réponses concernant les sols devront se rapporter à ce sol précis.","Nous vous invitons à penser à un sol en particulier tout au long du questionnaire. Choisissez un sol que vous connaissez bien ou que vous observez régulièrement (par exemple : un champ, un jardin, une parcelle de terre sur votre trajet pour aller au travail, une parcelle immobilière...) Toutes vos réponses concernant les sols devront se rapporter à ce sol précis."
"Map_instruction","Cliquez sur la carte pour sélectionner la localisation approximative du sol.","Cliquez sur la carte pour sélectionner la localisation approximative du sol.","Cliquez sur la carte pour sélectionner la localisation approximative du sol."
"Soil_Type_Description_Q","Décrivez brièvement ce type de sol et les raisons de votre choix","Décrivez brièvement ce type de sol et les raisons de votre choix","Décrivez brièvement ce type de sol et les raisons de votre choix"
"missing_Soil_Type_Description","Merci de décrire le type de sol choisi pour cette auto-évaluation.","Merci de décrire le type de sol choisi pour cette auto-évaluation.","Merci de décrire le type de sol choisi pour cette auto-évaluation."
"numberSoilTypes_Q","Combien de types de sols gérez-vous ?","Combien de types de sols gérez-vous ?","Combien de types de sols gérez-vous ?"
"missing_numberSoilTypes","Veuillez indiquer le nombre de types de sols gérés.","Veuillez indiquer le nombre de types de sols gérés.","Veuillez indiquer le nombre de types de sols gérés."
"select_country","Sélectionnez un pays","Sélectionnez un pays","Sélectionnez un pays"
"select_region1","Région (niveau 1)","Région (niveau 1)","Région (niveau 1)"
"select_region2","Région (niveau 2)","Région (niveau 2)","Région (niveau 2)"
"missing_country","Veuillez sélectionner un pays.","Veuillez sélectionner un pays.","Veuillez sélectionner un pays."
"missing_region","Veuillez sélectionner une région.","Veuillez sélectionner une région.","Veuillez sélectionner une région."
"missing_region_or_map","Veuillez sélectionner une région et cliquer sur la carte.","Veuillez sélectionner une région et cliquer sur la carte.","Veuillez sélectionner une région et cliquer sur la carte."
"your_soil_description","Votre sol décrit","Votre sol décrit","Votre sol décrit"
"E_header","ÉROSION DU SOL","ÉROSION DU SOL","ÉROSION DU SOL"
"E_K_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)"
"E_K_A1","Les pratiques qui augmentent la couverture du sol de plus de 50 % réduisent le risque d'érosion des sols.","Les pratiques qui augmentent la couverture du sol de plus de 50 % réduisent le risque d'érosion des sols.","Les pratiques qui augmentent la couverture du sol de plus de 50 % réduisent le risque d'érosion des sols."
"E_K_A2","L'érosion éolienne (action par le vent) peut être réduite en plantant des brise-vent à 90 degrés par rapport au vent dominant.","L'érosion éolienne (action par le vent) peut être réduite en plantant des brise-vent à 90 degrés par rapport au vent dominant.","L'érosion éolienne (action par le vent) peut être réduite en plantant des brise-vent à 90 degrés par rapport au vent dominant."
"E_K_A3","La gravité de l'érosion hydrique est influencée par la position dans le paysage et peut se produire sous la surface.","La gravité de l'érosion hydrique est influencée par la position dans le paysage et peut se produire sous la surface.","La gravité de l'érosion hydrique est influencée par la position dans le paysage et peut se produire sous la surface."
"E_K_A4","Un test de cisaillement est utilisé pour mesurer la résistance du sol, un sol avec un cisaillement élevé est moins sujet à l'érosion.","Un test de cisaillement est utilisé pour mesurer la résistance du sol, un sol avec un cisaillement élevé est moins sujet à l'érosion.","Un test de cisaillement est utilisé pour mesurer la résistance du sol, un sol avec un cisaillement élevé est moins sujet à l'érosion."
"E_K_A5","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts."
"E_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)"
"E_approach_A1","L'érosion des sols n'est pas prise en compte dans mon activité professionnelle.","L'érosion des sols n'est pas prise en compte dans mon activité professionnelle.","L'érosion des sols n'est pas prise en compte dans mon activité professionnelle."
"E_approach_A2","J'ai occasionnellement étudié les impacts de l’érosion sur les terrains, mais cela n'a pas encore influencé de manière significative les décisions que je prends en matière de gestion foncière ou immobilière.","J'ai occasionnellement étudié les impacts de l’érosion sur les terrains, mais cela n'a pas encore influencé de manière significative les décisions que je prends en matière de gestion foncière ou immobilière.","J'ai occasionnellement étudié les impacts de l’érosion sur les terrains, mais cela n'a pas encore influencé de manière significative les décisions que je prends en matière de gestion foncière ou immobilière."
"E_approach_A3","Les zones à risque d’érosion sont identifiées et régulièrement surveillées, et les données collectées permettent d’ajuster nos projets immobiliers afin de limiter la dégradation des sols et de préserver leur équilibre écologique.","Les zones à risque d’érosion sont identifiées et régulièrement surveillées, et les données collectées permettent d’ajuster nos projets immobiliers afin de limiter la dégradation des sols et de préserver leur équilibre écologique.","Les zones à risque d’érosion sont identifiées et régulièrement surveillées, et les données collectées permettent d’ajuster nos projets immobiliers afin de limiter la dégradation des sols et de préserver leur équilibre écologique."
"E_approach_A4","Dans le cadre de la gestion durable du foncier et de l’immobilier, je mets en place un suivi géolocalisé des zones le plus touchées par l’érosion, afin de prendre des mesures ciblées pour limiter les impacts, protéger le sol et assurer la résilience à long terme des projets mis en place.","Dans le cadre de la gestion durable du foncier et de l’immobilier, je mets en place un suivi géolocalisé des zones le plus touchées par l’érosion, afin de prendre des mesures ciblées pour limiter les impacts, protéger le sol et assurer la résilience à long terme des projets mis en place.","Dans le cadre de la gestion durable du foncier et de l’immobilier, je mets en place un suivi géolocalisé des zones le plus touchées par l’érosion, afin de prendre des mesures ciblées pour limiter les impacts, protéger le sol et assurer la résilience à long terme des projets mis en place."
"E_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)"
"E_opinion_A1","Je considère que l’érosion des sols n’est pas un problème prioritaire dans mon activité professionnelle.","Je considère que l’érosion des sols n’est pas un problème prioritaire dans mon activité professionnelle.","Je considère que l’érosion des sols n’est pas un problème prioritaire dans mon activité professionnelle."
"E_opinion_A2","Bien que l'érosion des sols soit un problème à prendre en compte, les coûts et la complexité d'une gestion efficace rendent la mise en œuvre difficile pour l'ensemble des acteurs du foncier et de l’immobilier.","Bien que l'érosion des sols soit un problème à prendre en compte, les coûts et la complexité d'une gestion efficace rendent la mise en œuvre difficile pour l'ensemble des acteurs du foncier et de l’immobilier.","Bien que l'érosion des sols soit un problème à prendre en compte, les coûts et la complexité d'une gestion efficace rendent la mise en œuvre difficile pour l'ensemble des acteurs du foncier et de l’immobilier."
"E_opinion_A3","Je suis convaincu qu'il est essentiel d'intégrer la question de l'érosion des sols dans nos stratégies de développement durable au sein de notre activité professionnelle, afin de garantir la résilience de nos écosystèmes.","Je suis convaincu qu'il est essentiel d'intégrer la question de l'érosion des sols dans nos stratégies de développement durable au sein de notre activité professionnelle, afin de garantir la résilience de nos écosystèmes.","Je suis convaincu qu'il est essentiel d'intégrer la question de l'érosion des sols dans nos stratégies de développement durable au sein de notre activité professionnelle, afin de garantir la résilience de nos écosystèmes."
"E_opinion_A4","L'érosion des sols est un enjeu crucial pour l'avenir de notre activité professionnelle. Nous devons prendre des mesures fortes et collaborer avec tous les acteurs concernés par le sol pour protéger cette ressource essentielle.","L'érosion des sols est un enjeu crucial pour l'avenir de notre activité professionnelle. Nous devons prendre des mesures fortes et collaborer avec tous les acteurs concernés par le sol pour protéger cette ressource essentielle.","L'érosion des sols est un enjeu crucial pour l'avenir de notre activité professionnelle. Nous devons prendre des mesures fortes et collaborer avec tous les acteurs concernés par le sol pour protéger cette ressource essentielle."
"A_header","ACIDIFICATION","ACIDIFICATION","ACIDIFICATION"
"A_K_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)"
"A_K_A1","Un sol avec un pH < 5,5 est considéré comme acide.","Un sol avec un pH < 5,5 est considéré comme acide.","Un sol avec un pH < 5,5 est considéré comme acide."
"A_K_A2","Le pH du sol influence la capacité des plantes à accéder aux nutriments et peut entraîner une carence ou une toxicité.","Le pH du sol influence la capacité des plantes à accéder aux nutriments et peut entraîner une carence ou une toxicité.","Le pH du sol influence la capacité des plantes à accéder aux nutriments et peut entraîner une carence ou une toxicité."
"A_K_A3","Les pratiques agricoles peuvent provoquer l'acidification du sol, même dans les sols alcalins.","Les pratiques agricoles peuvent provoquer l'acidification du sol, même dans les sols alcalins.","Les pratiques agricoles peuvent provoquer l'acidification du sol, même dans les sols alcalins."
"A_K_A4","La capacité tampon du sol indique la capacité du sol à résister aux changements de pH.","La capacité tampon du sol indique la capacité du sol à résister aux changements de pH.","La capacité tampon du sol indique la capacité du sol à résister aux changements de pH."
"A_K_A5","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts."
"A_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)"
"A_approach_A1","Le pH des sols n'est pas pris en compte dans mon activité professionnelle.","Le pH des sols n'est pas pris en compte dans mon activité professionnelle.","Le pH des sols n'est pas pris en compte dans mon activité professionnelle."
"A_approach_A2","J'ai occasionnellement testé le pH du sol, mais cela n'a pas encore eu un impact significatif sur les décisions que je prends en matière de gestion foncière ou immobilière.","J'ai occasionnellement testé le pH du sol, mais cela n'a pas encore eu un impact significatif sur les décisions que je prends en matière de gestion foncière ou immobilière.","J'ai occasionnellement testé le pH du sol, mais cela n'a pas encore eu un impact significatif sur les décisions que je prends en matière de gestion foncière ou immobilière."
"A_approach_A3","Le pH des sols est régulièrement surveillé dans les zones sensibles, et ces données sont utilisées pour ajuster nos façons de travailler lorsque cela est possible ou nécessaire de maintenir l'équilibre écologique dans un projet de construction.","Le pH des sols est régulièrement surveillé dans les zones sensibles, et ces données sont utilisées pour ajuster nos façons de travailler lorsque cela est possible ou nécessaire de maintenir l'équilibre écologique dans un projet de construction.","Le pH des sols est régulièrement surveillé dans les zones sensibles, et ces données sont utilisées pour ajuster nos façons de travailler lorsque cela est possible ou nécessaire de maintenir l'équilibre écologique dans un projet de construction."
"A_approach_A4","Dans le cadre de notre activité professionnelle, je mets en place un suivi géolocalisé du pH des sols dans les zones clés, afin de prendre des décisions ciblées pour préserver l'équilibre écologique et assurer la résilience de nos écosystèmes.","Dans le cadre de notre activité professionnelle, je mets en place un suivi géolocalisé du pH des sols dans les zones clés, afin de prendre des décisions ciblées pour préserver l'équilibre écologique et assurer la résilience de nos écosystèmes.","Dans le cadre de notre activité professionnelle, je mets en place un suivi géolocalisé du pH des sols dans les zones clés, afin de prendre des décisions ciblées pour préserver l'équilibre écologique et assurer la résilience de nos écosystèmes."
"A_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)"
"A_opinion_A1","Je n'ai pas besoin de connaître le pH du sol dans mon activité professionnelle.","Je n'ai pas besoin de connaître le pH du sol dans mon activité professionnelle.","Je n'ai pas besoin de connaître le pH du sol dans mon activité professionnelle."
"A_opinion_A2","L'acidification du sol est rarement prise en compte dans mon activité professionnelle.","L'acidification du sol est rarement prise en compte dans mon activité professionnelle.","L'acidification du sol est rarement prise en compte dans mon activité professionnelle."
"A_opinion_A3","Les pratiques qui minimisent l'acidification du sol sont prioritaires si elles sont rentables.","Les pratiques qui minimisent l'acidification du sol sont prioritaires si elles sont rentables.","Les pratiques qui minimisent l'acidification du sol sont prioritaires si elles sont rentables."
"A_opinion_A4","Tout le monde devrait surveiller le pH de leur sol de surface et de subsurface et gérer l'acidification.","Tout le monde devrait surveiller le pH de leur sol de surface et de subsurface et gérer l'acidification.","Tout le monde devrait surveiller le pH de leur sol de surface et de subsurface et gérer l'acidification."
"SD_K_header","DÉCLIN DE LA STRUCTURE DU SOL","DÉCLIN DE LA STRUCTURE DU SOL","DÉCLIN DE LA STRUCTURE DU SOL"
"SD_K_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)"
"SD_K_A1","Un sol mal structuré manque de pores pour retenir l'air et l'eau nécessaires au bon développement des racines et des organismes du sol.","Un sol mal structuré manque de pores pour retenir l'air et l'eau nécessaires au bon développement des racines et des organismes du sol.","Un sol mal structuré manque de pores pour retenir l'air et l'eau nécessaires au bon développement des racines et des organismes du sol."
"SD_K_A2","Lorsque le pourcentage de sodium échangeable (PSE) est supérieur à 6,0, un sol est considéré comme sodique et la structure du sol se dégrade.","Lorsque le pourcentage de sodium échangeable (PSE) est supérieur à 6,0, un sol est considéré comme sodique et la structure du sol se dégrade.","Lorsque le pourcentage de sodium échangeable (PSE) est supérieur à 6,0, un sol est considéré comme sodique et la structure du sol se dégrade."
"SD_K_A3","La structure du sol est rapidement évaluée à l'aide d'un test de dissolution (placer du sol dans un liquide pour regarder comment it se dissout).","La structure du sol est rapidement évaluée à l'aide d'un test de dissolution (placer du sol dans un liquide pour regarder comment it se dissout).","La structure du sol est rapidement évaluée à l'aide d'un test de dissolution (placer du sol dans un liquide pour regarder comment it se dissout)."
"SD_K_A4","Indépendamment de l'empreinte des pneus, le poids et les vibrations du moteur des grandes machines agricoles compactent le sol.","Indépendamment de l'empreinte des pneus, le poids et les vibrations du moteur des grandes machines agricoles compactent le sol.","Indépendamment de l'empreinte des pneus, le poids et les vibrations du moteur des grandes machines agricoles compactent le sol."
"SD_K_A5","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts."
"SD_approach","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)"
"SD_approach_A1","Les changements dans la structure du sol ne sont pas pris en compte dans mes priorités de gestion de projets fonciers / immobiliers.","Les changements dans la structure du sol ne sont pas pris en compte dans mes priorités de gestion de projets fonciers / immobiliers.","Les changements dans la structure du sol ne sont pas pris en compte dans mes priorités de gestion de projets fonciers / immobiliers."
"SD_approach_A2","Nous sommes conscients que des signes comme les tassements ou les déformations racinaires peuvent indiquer une dégradation du sol, mais ces éléments ne sont pas intégrés dans nos prises de décision.","Nous sommes conscients que des signes comme les tassements ou les déformations racinaires peuvent indiquer une dégradation du sol, mais ces éléments ne sont pas intégrés dans nos prises de décision.","Nous sommes conscients que des signes comme les tassements ou les déformations racinaires peuvent indiquer une dégradation du sol, mais ces éléments ne sont pas intégrés dans nos prises de décision."
"SD_approach_A3","Nous encourageons les pratiques de gestion et d’occupation du sol respectueuses de la structure du sol afin de préserver la qualité des terrains que nous gérons ou valorisons.","Nous encourageons les pratiques de gestion et d’occupation du sol respectueuses de la structure du sol afin de préserver la qualité des terrains que nous gérons ou valorisons.","Nous encourageons les pratiques de gestion et d’occupation du sol respectueuses de la structure du sol afin de préserver la qualité des terrains que nous gérons ou valorisons."
"SD_approach_A4","Dans le cadre de notre gestion durable du foncier, nous effectuons des diagnostics réguliers de la structure du sol, en menant des analyses de laboratoire et des observations de terrain, afin de prendre des décisions éclairées pour préserver la qualité de nos sols et de l'eau.","Dans le cadre de notre gestion durable du foncier, nous effectuons des diagnostics réguliers de la structure du sol, en menant des analyses de laboratoire et des observations de terrain, afin de prendre des décisions éclairées pour préserver la qualité de nos sols et de l'eau.","Dans le cadre de notre gestion durable du foncier, nous effectuons des diagnostics réguliers de la structure du sol, en menant des analyses de laboratoire et des observations de terrain, afin de prendre des décisions éclairées pour préserver la qualité de nos sols et de l'eau."
"SD_opinion","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)"
"SD_opinion_A1","Je ne vois pas l’intérêt d’intégrer le suivi des évolutions de la structure du sol dans mes pratiques professionnelles.","Je ne vois pas l’intérêt d’intégrer le suivi des évolutions de la structure du sol dans mes pratiques professionnelles.","Je ne vois pas l’intérêt d’intégrer le suivi des évolutions de la structure du sol dans mes pratiques professionnelles."
"SD_opinion_A2","Nous intégrons la conservation et l’amélioration de la structure du sol dans nos pratiques de gestion, mais leur prise en compte à long terme dans nos futurs projets immobiliers dépendra des financements et de la demande client.","Nous intégrons la conservation et l’amélioration de la structure du sol dans nos pratiques de gestion, mais leur prise en compte à long terme dans nos futurs projets immobiliers dépendra des financements et de la demande client.","Nous intégrons la conservation et l’amélioration de la structure du sol dans nos pratiques de gestion, mais leur prise en compte à long terme dans nos futurs projets immobiliers dépendra des financements et de la demande client."
"SD_opinion_A3","Maintenir et améliorer la structure du sol fait partie de nos approches de gestion mais à plus long terme, peut être dans nos futurs projets immobilier, cela dépend des financements.","Maintenir et améliorer la structure du sol fait partie de nos approches de gestion mais à plus long terme, peut être dans nos futurs projets immobilier, cela dépend des financements.","Maintenir et améliorer la structure du sol fait partie de nos approches de gestion mais à plus long terme, peut être dans nos futurs projets immobilier, cela dépend des financements."
"SD_opinion_A4","La dégradation du sol, principal enjeu pour la viabilité territoriale et agricole, doit guider les politiques foncières pour prévenir subsidence et perte de rendement.","La dégradation du sol, principal enjeu pour la viabilité territoriale et agricole, doit guider les politiques foncières pour prévenir subsidence et perte de rendement.","La dégradation du sol, principal enjeu pour la viabilité territoriale et agricole, doit guider les politiques foncières pour prévenir subsidence et perte de rendement."
"S_K_header","SALINISATION","SALINISATION","SALINISATION"
"S_K_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)"
"S_K_A1","L'accumulation de sodium, calcium, magnésium et/ou potassium dans le sol provoque la salinisation.","L'accumulation de sodium, calcium, magnésium et/ou potassium dans le sol provoque la salinisation.","L'accumulation de sodium, calcium, magnésium et/ou potassium dans le sol provoque la salinisation."
"S_K_A2","Les applications d'eau d'irrigation salée ou de doses élevées d'engrais, de chaux ou de gypse peuvent provoquer la salinisation dans la zone racinaire.","Les applications d'eau d'irrigation salée ou de doses élevées d'engrais, de chaux ou de gypse peuvent provoquer la salinisation dans la zone racinaire.","Les applications d'eau d'irrigation salée ou de doses élevées d'engrais, de chaux ou de gypse peuvent provoquer la salinisation dans la zone racinaire."
"S_K_A3","La croissance des plantes dans un sol salin est limitée par la réduction de l'absorption d'eau par les racines et l'augmentation de la concentration de chlorure de sodium dans la plante.","La croissance des plantes dans un sol salin est limitée par la réduction de l'absorption d'eau par les racines et l'augmentation de la concentration de chlorure de sodium dans la plante.","La croissance des plantes dans un sol salin est limitée par la réduction de l'absorption d'eau par les racines et l'augmentation de la concentration de chlorure de sodium dans la plante."
"S_K_A4","L'augmentation de la salinité du sol peut nuire à la précision des capteurs d'humidité du sol.","L'augmentation de la salinité du sol peut nuire à la précision des capteurs d'humidité du sol.","L'augmentation de la salinité du sol peut nuire à la précision des capteurs d'humidité du sol."
"S_K_A5","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts."
"S_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)"
"S_approach_A1","Je ne sais pas si la salinité est un problème dans mon activité professionnelle.","Je ne sais pas si la salinité est un problème dans mon activité professionnelle.","Je ne sais pas si la salinité est un problème dans mon activité professionnelle."
"S_approach_A2","Je m’intéresse à la salinité uniquement si c'est un problème qui a un impact direct sur la faisabilité ou la rentabilité de mes projets.","Je m’intéresse à la salinité uniquement si c'est un problème qui a un impact direct sur la faisabilité ou la rentabilité de mes projets.","Je m’intéresse à la salinité uniquement si c'est un problème qui a un impact direct sur la faisabilité ou la rentabilité de mes projets."
"S_approach_A3","Nous encourageons les pratiques de gestion durable dans les zones où la salinisation est un problème connu.","Nous encourageons les pratiques de gestion durable dans les zones où la salinisation est un problème connu.","Nous encourageons les pratiques de gestion durable dans les zones où la salinisation est un problème connu."
"S_approach_A4","Nous mettons en place des dispositifs de suivi, tels que l’analyse des sels dans l’eau d’irrigation ou l’usage de technologies (cartes électromagnétiques), afin de surveiller et anticiper les risques liés à la salinisation sur les territoires que nous aménageons ou gérons.","Nous mettons en place des dispositifs de suivi, tels que l’analyse des sels dans l’eau d’irrigation ou l’usage de technologies (cartes électromagnétiques), afin de surveiller et anticiper les risques liés à la salinisation sur les territoires que nous aménageons ou gérons.","Nous mettons en place des dispositifs de suivi, tels que l’analyse des sels dans l’eau d’irrigation ou l’usage de technologies (cartes électromagnétiques), afin de surveiller et anticiper les risques liés à la salinisation sur les territoires que nous aménageons ou gérons."
